jurisdiction,sex,age,month,year,time_frame,dataset,population,count_alldrug,count_opioid,count_fentanyl,count_heroin,count_stimulant,count_cocaine,count_methamphetamine,count_benzodiazepine,rate_alldrug,rate_opioid,rate_fentanyl,rate_heroin,rate_stimulant,rate_cocaine,rate_methamphetamine,rate_benzodiazepine
US,F,55+,1,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.7,0.2,0.3,0.1,0.1,suppressed,0.3
US,F,55+,2,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.6,0.2,0.2,0.1,suppressed,suppressed,0.3
US,F,55+,3,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.8,0.2,0.3,0.2,0.1,suppressed,0.4
US,F,55+,4,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.7,0.2,0.2,0.2,0.1,suppressed,0.3
US,F,55+,5,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1.8,0.2,0.3,0.2,0.1,suppressed,0.3
US,F,55+,6,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.8,0.2,0.3,0.1,0.1,suppressed,0.3
US,F,55+,7,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2.0,0.2,0.4,0.1,0.1,suppressed,0.3
US,F,55+,8,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.8,0.2,0.3,0.2,0.1,suppressed,0.3
US,F,55+,9,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.6,0.2,0.3,0.1,0.1,suppressed,0.3
US,F,55+,10,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,6.0,1.6,0.2,0.3,0.1,0.1,suppressed,0.3
US,F,55+,11,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.6,0.1,0.2,0.1,suppressed,suppressed,0.3
US,F,55+,12,2024,monthly,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.4,0.2,0.2,0.1,suppressed,suppressed,0.3
US,F,55+,all,2024,annual,ED,33745239,NA,NA,NA,NA,NA,NA,NA,NA,71.5,20.5,2.3,3.2,1.6,0.9,0.3,3.7
US,M,0-14,1,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,7.7,0.2,suppressed,suppressed,0.4,suppressed,suppressed,0.1
US,M,0-14,2,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,7.9,0.2,suppressed,0.0,0.3,suppressed,0.0,suppressed
US,M,0-14,3,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,8.1,0.2,suppressed,suppressed,0.4,suppressed,suppressed,0.1
US,M,0-14,4,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,8.2,0.3,suppressed,0.0,0.4,suppressed,suppressed,0.1
US,M,0-14,5,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,8.8,0.2,suppressed,0.0,0.4,suppressed,suppressed,0.1
US,M,0-14,6,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,8.0,0.2,suppressed,0.0,0.3,suppressed,suppressed,suppressed
US,M,0-14,7,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,7.7,0.2,suppressed,0.0,0.3,suppressed,suppressed,0.1
US,M,0-14,8,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,8.1,0.2,suppressed,0.0,0.4,suppressed,suppressed,0.2
US,M,0-14,9,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,8.4,0.2,suppressed,0.0,0.3,suppressed,suppressed,0.1
US,M,0-14,10,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,8.3,0.2,suppressed,0.0,0.3,suppressed,suppressed,0.1
US,M,0-14,11,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,8.2,0.2,suppressed,0.0,0.4,suppressed,suppressed,0.2
US,M,0-14,12,2024,monthly,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,7.7,0.2,suppressed,0.0,0.4,suppressed,suppressed,suppressed
US,M,0-14,all,2024,annual,ED,18463540,NA,NA,NA,NA,NA,NA,NA,NA,97.0,2.5,0.7,suppressed,4.1,0.3,0.2,1.5
US,M,15-24,1,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,10.0,3.8,1.2,0.1,0.6,suppressed,suppressed,0.4
US,M,15-24,2,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,10.3,3.4,1.3,0.2,0.7,0.2,suppressed,0.4
US,M,15-24,3,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,10.2,3.5,1.3,0.2,0.7,0.2,suppressed,0.5
US,M,15-24,4,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,10.8,3.7,1.3,0.3,0.7,0.2,suppressed,0.5
US,M,15-24,5,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,10.8,3.4,1.1,0.2,0.8,0.2,suppressed,0.5
US,M,15-24,6,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,9.4,3.2,1.3,0.2,0.7,0.2,suppressed,0.4
US,M,15-24,7,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,9.2,3.0,1.1,0.3,0.7,0.2,0.2,0.4
US,M,15-24,8,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,9.4,2.8,1.1,suppressed,0.6,suppressed,suppressed,0.5
US,M,15-24,9,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,9.4,2.7,0.8,0.2,0.8,0.2,suppressed,0.6
US,M,15-24,10,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,9.3,2.3,0.9,0.2,0.6,0.1,suppressed,0.4
US,M,15-24,11,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,8.9,2.5,0.8,0.2,0.7,0.2,suppressed,0.4
US,M,15-24,12,2024,monthly,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,8.6,2.7,1.0,0.1,0.6,0.2,suppressed,0.3
US,M,15-24,all,2024,annual,ED,13918454,NA,NA,NA,NA,NA,NA,NA,NA,116.2,37.2,13.3,2.2,8.2,2.0,1.2,5.4
US,M,25-34,1,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,18.0,10.7,3.6,1.3,1.5,0.5,0.5,0.6
US,M,25-34,2,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,17.0,9.9,3.4,1.3,1.3,0.4,0.5,0.5
US,M,25-34,3,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,18.2,10.7,3.8,1.3,1.7,0.6,0.6,0.5
US,M,25-34,4,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,17.9,10.3,3.7,1.3,1.6,0.5,0.5,0.5
US,M,25-34,5,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,18.5,10.6,3.7,1.3,1.9,0.6,0.6,0.5
US,M,25-34,6,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,16.6,9.6,3.6,1.1,1.6,0.5,0.6,0.5
US,M,25-34,7,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,16.4,8.9,3.3,1.1,1.4,0.4,0.5,0.5
US,M,25-34,8,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,15.6,8.6,3.1,1.0,1.5,0.6,0.4,0.5
US,M,25-34,9,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,15.2,8.1,2.9,1.0,1.2,0.4,0.4,0.5
US,M,25-34,10,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,15.6,8.3,3.0,1.1,1.5,0.5,0.6,0.5
US,M,25-34,11,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,13.7,7.0,2.6,0.8,1.2,0.4,0.4,0.4
US,M,25-34,12,2024,monthly,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,14.0,7.3,2.8,0.8,1.3,0.4,0.5,0.4
US,M,25-34,all,2024,annual,ED,14370692,NA,NA,NA,NA,NA,NA,NA,NA,196.8,110.1,39.6,13.3,17.8,5.8,6.2,6.0
