jurisdiction,sex,age,month,year,time_frame,dataset,population,count_alldrug,count_opioid,count_fentanyl,count_heroin,count_stimulant,count_cocaine,count_methamphetamine,count_benzodiazepine,rate_alldrug,rate_opioid,rate_fentanyl,rate_heroin,rate_stimulant,rate_cocaine,rate_methamphetamine,rate_benzodiazepine
US,F,15-24,12,2018,monthly,HOSP,17137867,407,95,NA,53,66,20,NA,46,2.4,0.6,NA,0.3,0.4,0.1,NA,0.3
US,F,15-24,all,2018,annual,HOSP,17137867,5080,1101,NA,627,845,334,NA,564,29.6,6.4,NA,3.7,4.9,1.9,NA,3.3
US,F,25-34,1,2018,monthly,HOSP,18513083,663,217,NA,120,155,71,NA,92,3.6,1.2,NA,0.6,0.8,0.4,NA,0.5
US,F,25-34,2,2018,monthly,HOSP,18513083,629,216,NA,127,159,88,NA,85,3.4,1.2,NA,0.7,0.9,0.5,NA,0.5
US,F,25-34,3,2018,monthly,HOSP,18513083,684,232,NA,133,184,75,NA,103,3.7,1.3,NA,0.7,1.0,0.4,NA,0.6
US,F,25-34,4,2018,monthly,HOSP,18513083,687,229,NA,120,172,68,NA,103,3.7,1.2,NA,0.6,0.9,0.4,NA,0.6
US,F,25-34,5,2018,monthly,HOSP,18513083,754,252,NA,143,215,106,NA,110,4.1,1.4,NA,0.8,1.2,0.6,NA,0.6
US,F,25-34,6,2018,monthly,HOSP,18513083,765,255,NA,149,210,94,NA,98,4.1,1.4,NA,0.8,1.1,0.5,NA,0.5
US,F,25-34,7,2018,monthly,HOSP,18513083,764,274,NA,147,235,108,NA,85,4.1,1.5,NA,0.8,1.3,0.6,NA,0.5
US,F,25-34,8,2018,monthly,HOSP,18513083,812,294,NA,150,239,122,NA,125,4.4,1.6,NA,0.8,1.3,0.7,NA,0.7
US,F,25-34,9,2018,monthly,HOSP,18513083,715,238,NA,125,209,81,NA,108,3.9,1.3,NA,0.7,1.1,0.4,NA,0.6
US,F,25-34,10,2018,monthly,HOSP,18513083,753,266,NA,149,186,82,NA,96,4.1,1.4,NA,0.8,1.0,0.4,NA,0.5
US,F,25-34,11,2018,monthly,HOSP,18513083,651,227,NA,130,170,83,NA,90,3.5,1.2,NA,0.7,0.9,0.4,NA,0.5
US,F,25-34,12,2018,monthly,HOSP,18513083,615,221,NA,111,163,61,NA,74,3.3,1.2,NA,0.6,0.9,0.3,NA,0.4
US,F,25-34,all,2018,annual,HOSP,18513083,8492,2921,NA,1604,2297,1039,NA,1169,45.9,15.8,NA,8.7,12.4,5.6,NA,6.3
US,F,35-54,1,2018,monthly,HOSP,34162464,1571,546,NA,128,296,163,NA,265,4.6,1.6,NA,0.4,0.9,0.5,NA,0.8
US,F,35-54,2,2018,monthly,HOSP,34162464,1518,526,NA,128,333,200,NA,267,4.4,1.5,NA,0.4,1.0,0.6,NA,0.8
US,F,35-54,3,2018,monthly,HOSP,34162464,1634,530,NA,111,384,215,NA,285,4.8,1.6,NA,0.3,1.1,0.6,NA,0.8
US,F,35-54,4,2018,monthly,HOSP,34162464,1744,583,NA,133,403,237,NA,257,5.1,1.7,NA,0.4,1.2,0.7,NA,0.8
US,F,35-54,5,2018,monthly,HOSP,34162464,1825,612,NA,130,403,248,NA,281,5.3,1.8,NA,0.4,1.2,0.7,NA,0.8
US,F,35-54,6,2018,monthly,HOSP,34162464,1774,562,NA,143,432,239,NA,279,5.2,1.6,NA,0.4,1.3,0.7,NA,0.8
US,F,35-54,7,2018,monthly,HOSP,34162464,1805,573,NA,149,468,282,NA,278,5.3,1.7,NA,0.4,1.4,0.8,NA,0.8
US,F,35-54,8,2018,monthly,HOSP,34162464,1873,601,NA,156,476,266,NA,279,5.5,1.8,NA,0.5,1.4,0.8,NA,0.8
US,F,35-54,9,2018,monthly,HOSP,34162464,1682,514,NA,116,421,231,NA,251,4.9,1.5,NA,0.3,1.2,0.7,NA,0.7
US,F,35-54,10,2018,monthly,HOSP,34162464,1743,571,NA,166,430,234,NA,256,5.1,1.7,NA,0.5,1.3,0.7,NA,0.7
US,F,35-54,11,2018,monthly,HOSP,34162464,1575,486,NA,115,427,238,NA,187,4.6,1.4,NA,0.3,1.2,0.7,NA,0.5
US,F,35-54,12,2018,monthly,HOSP,34162464,1482,490,NA,136,342,185,NA,210,4.3,1.4,NA,0.4,1.0,0.5,NA,0.6
US,F,35-54,all,2018,annual,HOSP,34162464,20226,6594,NA,1611,4815,2738,NA,3095,59.2,19.3,NA,4.7,14.1,8.0,NA,9.1
US,F,55+,1,2018,monthly,HOSP,41268111,2819,1076,NA,62,184,120,NA,385,6.8,2.6,NA,0.2,0.4,0.3,NA,0.9
US,F,55+,2,2018,monthly,HOSP,41268111,2552,964,NA,54,178,131,NA,380,6.2,2.3,NA,0.1,0.4,0.3,NA,0.9
US,F,55+,3,2018,monthly,HOSP,41268111,3018,1174,NA,64,216,157,NA,429,7.3,2.8,NA,0.2,0.5,0.4,NA,1.0
US,F,55+,4,2018,monthly,HOSP,41268111,2807,1087,NA,62,235,156,NA,421,6.8,2.6,NA,0.2,0.6,0.4,NA,1.0
US,F,55+,5,2018,monthly,HOSP,41268111,2886,1127,NA,73,239,161,NA,395,7.0,2.7,NA,0.2,0.6,0.4,NA,1.0
US,F,55+,6,2018,monthly,HOSP,41268111,2827,1055,NA,65,227,156,NA,403,6.9,2.6,NA,0.2,0.6,0.4,NA,1.0
US,F,55+,7,2018,monthly,HOSP,41268111,2899,1069,NA,54,266,170,NA,421,7.0,2.6,NA,0.1,0.6,0.4,NA,1.0
US,F,55+,8,2018,monthly,HOSP,41268111,2935,1116,NA,85,268,191,NA,424,7.1,2.7,NA,0.2,0.6,0.5,NA,1.0
US,F,55+,9,2018,monthly,HOSP,41268111,2645,960,NA,52,235,163,NA,392,6.4,2.3,NA,0.1,0.6,0.4,NA,0.9
US,F,55+,10,2018,monthly,HOSP,41268111,2855,1047,NA,90,270,187,NA,407,6.9,2.5,NA,0.2,0.7,0.5,NA,1.0
US,F,55+,11,2018,monthly,HOSP,41268111,2694,984,NA,66,263,191,NA,358,6.5,2.4,NA,0.2,0.6,0.5,NA,0.9
US,F,55+,12,2018,monthly,HOSP,41268111,2730,989,NA,49,248,162,NA,381,6.6,2.4,NA,0.1,0.6,0.4,NA,0.9
US,F,55+,all,2018,annual,HOSP,41268111,33667,12648,NA,776,2829,1945,NA,4796,81.6,30.6,NA,1.9,6.9,4.7,NA,11.6
US,M,0-14,1,2018,monthly,HOSP,25599867,179,20,NA,suppressed,15,suppressed,NA,10,0.7,0.1,NA,suppressed,suppressed,suppressed,NA,suppressed
US,M,0-14,2,2018,monthly,HOSP,25599867,196,14,NA,0,23,suppressed,NA,10,0.8,suppressed,NA,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,3,2018,monthly,HOSP,25599867,197,21,NA,0,18,suppressed,NA,11,0.8,0.1,NA,0.0,suppressed,suppressed,NA,suppressed
US,M,0-14,4,2018,monthly,HOSP,25599867,196,25,NA,suppressed,17,suppressed,NA,12,0.8,0.1,NA,suppressed,suppressed,suppressed,NA,suppressed
US,M,0-14,5,2018,monthly,HOSP,25599867,243,24,NA,0,22,suppressed,NA,15,0.9,0.1,NA,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,6,2018,monthly,HOSP,25599867,185,22,NA,0,31,suppressed,NA,11,0.7,0.1,NA,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,7,2018,monthly,HOSP,25599867,213,29,NA,suppressed,24,suppressed,NA,12,0.8,0.1,NA,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,8,2018,monthly,HOSP,25599867,226,23,NA,suppressed,26,suppressed,NA,14,0.9,0.1,NA,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,9,2018,monthly,HOSP,25599867,183,15,NA,0,19,suppressed,NA,17,0.7,suppressed,NA,0.0,suppressed,suppressed,NA,suppressed
US,M,0-14,10,2018,monthly,HOSP,25599867,225,31,NA,suppressed,27,suppressed,NA,14,0.9,0.1,NA,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,11,2018,monthly,HOSP,25599867,186,17,NA,0,24,suppressed,NA,11,0.7,suppressed,NA,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,12,2018,monthly,HOSP,25599867,200,18,NA,suppressed,21,suppressed,NA,suppressed,0.8,suppressed,NA,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,all,2018,annual,HOSP,25599867,2429,259,NA,suppressed,267,42,NA,144,9.5,1.0,NA,suppressed,1.0,0.2,NA,0.6
US,M,15-24,1,2018,monthly,HOSP,17948341,478,165,NA,91,74,35,NA,71,2.7,0.9,NA,0.5,0.4,0.2,NA,0.4
US,M,15-24,2,2018,monthly,HOSP,17948341,453,165,NA,91,95,46,NA,67,2.5,0.9,NA,0.5,0.5,0.3,NA,0.4
US,M,15-24,3,2018,monthly,HOSP,17948341,572,186,NA,100,137,73,NA,104,3.2,1.0,NA,0.6,0.8,0.4,NA,0.6
US,M,15-24,4,2018,monthly,HOSP,17948341,519,177,NA,97,110,49,NA,85,2.9,1.0,NA,0.5,0.6,0.3,NA,0.5
US,M,15-24,5,2018,monthly,HOSP,17948341,533,157,NA,86,129,60,NA,77,3.0,0.9,NA,0.5,0.7,0.3,NA,0.4
US,M,15-24,6,2018,monthly,HOSP,17948341,582,182,NA,93,145,74,NA,93,3.2,1.0,NA,0.5,0.8,0.4,NA,0.5
US,M,15-24,7,2018,monthly,HOSP,17948341,539,170,NA,97,120,50,NA,82,3.0,0.9,NA,0.5,0.7,0.3,NA,0.5
US,M,15-24,8,2018,monthly,HOSP,17948341,612,199,NA,101,134,59,NA,105,3.4,1.1,NA,0.6,0.7,0.3,NA,0.6
US,M,15-24,9,2018,monthly,HOSP,17948341,568,174,NA,86,115,44,NA,95,3.2,1.0,NA,0.5,0.6,0.2,NA,0.5
US,M,15-24,10,2018,monthly,HOSP,17948341,551,172,NA,86,131,51,NA,100,3.1,1.0,NA,0.5,0.7,0.3,NA,0.6
US,M,15-24,11,2018,monthly,HOSP,17948341,491,140,NA,77,105,44,NA,66,2.7,0.8,NA,0.4,0.6,0.2,NA,0.4
US,M,15-24,12,2018,monthly,HOSP,17948341,518,159,NA,80,89,40,NA,74,2.9,0.9,NA,0.4,0.5,0.2,NA,0.4
US,M,15-24,all,2018,annual,HOSP,17948341,6416,2046,NA,1085,1384,625,NA,1019,35.7,11.4,NA,6.0,7.7,3.5,NA,5.7
US,M,25-34,1,2018,monthly,HOSP,19148129,878,393,NA,233,242,115,NA,89,4.6,2.1,NA,1.2,1.3,0.6,NA,0.5
US,M,25-34,2,2018,monthly,HOSP,19148129,968,416,NA,245,285,142,NA,147,5.1,2.2,NA,1.3,1.5,0.7,NA,0.8
US,M,25-34,3,2018,monthly,HOSP,19148129,1133,502,NA,305,359,168,NA,156,5.9,2.6,NA,1.6,1.9,0.9,NA,0.8
US,M,25-34,4,2018,monthly,HOSP,19148129,1076,468,NA,278,333,153,NA,141,5.6,2.4,NA,1.5,1.7,0.8,NA,0.7
US,M,25-34,5,2018,monthly,HOSP,19148129,1148,487,NA,309,396,167,NA,132,6.0,2.5,NA,1.6,2.1,0.9,NA,0.7
US,M,25-34,6,2018,monthly,HOSP,19148129,1065,425,NA,263,343,165,NA,130,5.6,2.2,NA,1.4,1.8,0.9,NA,0.7
US,M,25-34,7,2018,monthly,HOSP,19148129,1219,488,NA,285,427,193,NA,146,6.4,2.5,NA,1.5,2.2,1.0,NA,0.8
US,M,25-34,8,2018,monthly,HOSP,19148129,1134,487,NA,283,386,176,NA,152,5.9,2.5,NA,1.5,2.0,0.9,NA,0.8
US,M,25-34,9,2018,monthly,HOSP,19148129,1078,464,NA,265,351,152,NA,118,5.6,2.4,NA,1.4,1.8,0.8,NA,0.6
US,M,25-34,10,2018,monthly,HOSP,19148129,1047,466,NA,278,308,132,NA,126,5.5,2.4,NA,1.5,1.6,0.7,NA,0.7
US,M,25-34,11,2018,monthly,HOSP,19148129,985,392,NA,233,329,142,NA,116,5.1,2.0,NA,1.2,1.7,0.7,NA,0.6
US,M,25-34,12,2018,monthly,HOSP,19148129,986,441,NA,256,281,126,NA,129,5.1,2.3,NA,1.3,1.5,0.7,NA,0.7
US,M,25-34,all,2018,annual,HOSP,19148129,12717,5429,NA,3233,4040,1831,NA,1582,66.4,28.4,NA,16.9,21.1,9.6,NA,8.3
US,M,35-54,1,2018,monthly,HOSP,33683523,1815,659,NA,264,602,352,NA,211,5.4,2.0,NA,0.8,1.8,1.0,NA,0.6
US,M,35-54,2,2018,monthly,HOSP,33683523,1613,533,NA,203,509,293,NA,197,4.8,1.6,NA,0.6,1.5,0.9,NA,0.6
US,M,35-54,3,2018,monthly,HOSP,33683523,1986,705,NA,282,674,397,NA,220,5.9,2.1,NA,0.8,2.0,1.2,NA,0.7
US,M,35-54,4,2018,monthly,HOSP,33683523,1955,679,NA,271,644,367,NA,228,5.8,2.0,NA,0.8,1.9,1.1,NA,0.7
US,M,35-54,5,2018,monthly,HOSP,33683523,2067,790,NA,346,704,413,NA,232,6.1,2.3,NA,1.0,2.1,1.2,NA,0.7
US,M,35-54,6,2018,monthly,HOSP,33683523,2017,682,NA,306,705,409,NA,199,6.0,2.0,NA,0.9,2.1,1.2,NA,0.6
US,M,35-54,7,2018,monthly,HOSP,33683523,2145,715,NA,318,815,460,NA,242,6.4,2.1,NA,0.9,2.4,1.4,NA,0.7
US,M,35-54,8,2018,monthly,HOSP,33683523,2095,733,NA,296,766,421,NA,223,6.2,2.2,NA,0.9,2.3,1.2,NA,0.7
US,M,35-54,9,2018,monthly,HOSP,33683523,1974,650,NA,271,746,443,NA,209,5.9,1.9,NA,0.8,2.2,1.3,NA,0.6
US,M,35-54,10,2018,monthly,HOSP,33683523,2024,692,NA,325,729,415,NA,205,6.0,2.1,NA,1.0,2.2,1.2,NA,0.6
US,M,35-54,11,2018,monthly,HOSP,33683523,1742,580,NA,258,608,373,NA,184,5.2,1.7,NA,0.8,1.8,1.1,NA,0.5
US,M,35-54,12,2018,monthly,HOSP,33683523,1776,570,NA,248,656,363,NA,189,5.3,1.7,NA,0.7,1.9,1.1,NA,0.6
US,M,35-54,all,2018,annual,HOSP,33683523,23209,7988,NA,3388,8158,4706,NA,2539,68.9,23.7,NA,10.1,24.2,14.0,NA,7.5
US,M,55+,1,2018,monthly,HOSP,35367352,2563,885,NA,121,375,267,NA,288,7.2,2.5,NA,0.3,1.1,0.8,NA,0.8
US,M,55+,2,2018,monthly,HOSP,35367352,2326,823,NA,121,358,258,NA,222,6.6,2.3,NA,0.3,1.0,0.7,NA,0.6
US,M,55+,3,2018,monthly,HOSP,35367352,2690,914,NA,144,472,360,NA,286,7.6,2.6,NA,0.4,1.3,1.0,NA,0.8
US,M,55+,4,2018,monthly,HOSP,35367352,2553,877,NA,136,446,330,NA,291,7.2,2.5,NA,0.4,1.3,0.9,NA,0.8
US,M,55+,5,2018,monthly,HOSP,35367352,2721,946,NA,180,446,325,NA,300,7.7,2.7,NA,0.5,1.3,0.9,NA,0.8
US,M,55+,6,2018,monthly,HOSP,35367352,2616,884,NA,159,474,355,NA,269,7.4,2.5,NA,0.4,1.3,1.0,NA,0.8
US,M,55+,7,2018,monthly,HOSP,35367352,2623,951,NA,171,460,336,NA,267,7.4,2.7,NA,0.5,1.3,1.0,NA,0.8
US,M,55+,8,2018,monthly,HOSP,35367352,2689,913,NA,180,517,379,NA,270,7.6,2.6,NA,0.5,1.5,1.1,NA,0.8
US,M,55+,9,2018,monthly,HOSP,35367352,2421,835,NA,143,469,329,NA,261,6.8,2.4,NA,0.4,1.3,0.9,NA,0.7
US,M,55+,10,2018,monthly,HOSP,35367352,2594,883,NA,179,524,380,NA,266,7.3,2.5,NA,0.5,1.5,1.1,NA,0.8
US,M,55+,11,2018,monthly,HOSP,35367352,2443,814,NA,129,454,341,NA,249,6.9,2.3,NA,0.4,1.3,1.0,NA,0.7
US,M,55+,12,2018,monthly,HOSP,35367352,2399,824,NA,163,478,357,NA,203,6.8,2.3,NA,0.5,1.4,1.0,NA,0.6
US,M,55+,all,2018,annual,HOSP,35367352,30638,10549,NA,1826,5473,4017,NA,3172,86.6,29.8,NA,5.2,15.5,11.4,NA,9.0
US,F,0-14,1,2019,monthly,HOSP,24403242,184,18,NA,0,21,suppressed,NA,suppressed,0.8,suppressed,NA,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,2,2019,monthly,HOSP,24403242,164,16,NA,0,11,suppressed,NA,suppressed,0.7,suppressed,NA,0.0,suppressed,suppressed,NA,suppressed
US,F,0-14,3,2019,monthly,HOSP,24403242,187,15,NA,0,25,suppressed,NA,suppressed,0.8,suppressed,NA,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,4,2019,monthly,HOSP,24403242,206,16,NA,suppressed,19,suppressed,NA,suppressed,0.8,suppressed,NA,suppressed,suppressed,suppressed,NA,suppressed
US,F,0-14,5,2019,monthly,HOSP,24403242,226,22,NA,suppressed,37,suppressed,NA,10,0.9,0.1,NA,suppressed,0.2,suppressed,NA,suppressed
US,F,0-14,6,2019,monthly,HOSP,24403242,183,18,NA,suppressed,25,suppressed,NA,11,0.7,suppressed,NA,suppressed,0.1,suppressed,NA,suppressed
US,F,0-14,7,2019,monthly,HOSP,24403242,195,22,NA,0,24,suppressed,NA,14,0.8,0.1,NA,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,8,2019,monthly,HOSP,24403242,220,23,NA,suppressed,29,suppressed,NA,suppressed,0.9,0.1,NA,suppressed,0.1,suppressed,NA,suppressed
US,F,0-14,9,2019,monthly,HOSP,24403242,173,19,NA,0,22,suppressed,NA,suppressed,0.7,suppressed,NA,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,10,2019,monthly,HOSP,24403242,210,26,NA,0,21,suppressed,NA,14,0.9,0.1,NA,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,11,2019,monthly,HOSP,24403242,205,20,NA,0,24,suppressed,NA,11,0.8,0.1,NA,0.0,0.1,suppressed,NA,suppressed
US,F,0-14,12,2019,monthly,HOSP,24403242,138,14,NA,suppressed,23,suppressed,NA,suppressed,0.6,suppressed,NA,suppressed,0.1,suppressed,NA,suppressed
US,F,0-14,all,2019,annual,HOSP,24403242,2291,229,NA,suppressed,281,30,NA,105,9.4,0.9,NA,suppressed,1.2,0.1,NA,0.4
US,F,15-24,1,2019,monthly,HOSP,17076452,395,74,NA,40,59,18,NA,33,2.3,0.4,NA,0.2,0.3,suppressed,NA,0.2
US,F,15-24,2,2019,monthly,HOSP,17076452,369,82,NA,39,47,16,NA,37,2.2,0.5,NA,0.2,0.3,suppressed,NA,0.2
US,F,15-24,3,2019,monthly,HOSP,17076452,387,80,NA,49,65,23,NA,40,2.3,0.5,NA,0.3,0.4,0.1,NA,0.2
US,F,15-24,4,2019,monthly,HOSP,17076452,421,86,NA,46,65,23,NA,36,2.5,0.5,NA,0.3,0.4,0.1,NA,0.2
US,F,15-24,5,2019,monthly,HOSP,17076452,456,86,NA,39,85,31,NA,50,2.7,0.5,NA,0.2,0.5,0.2,NA,0.3
US,F,15-24,6,2019,monthly,HOSP,17076452,401,85,NA,43,64,18,NA,41,2.3,0.5,NA,0.3,0.4,suppressed,NA,0.2
US,F,15-24,7,2019,monthly,HOSP,17076452,443,77,NA,32,77,30,NA,46,2.6,0.5,NA,0.2,0.5,0.2,NA,0.3
US,F,15-24,8,2019,monthly,HOSP,17076452,456,92,NA,53,86,24,NA,46,2.7,0.5,NA,0.3,0.5,0.1,NA,0.3
US,F,15-24,9,2019,monthly,HOSP,17076452,482,76,NA,35,84,36,NA,50,2.8,0.4,NA,0.2,0.5,0.2,NA,0.3
US,F,15-24,10,2019,monthly,HOSP,17076452,487,76,NA,32,72,27,NA,50,2.9,0.4,NA,0.2,0.4,0.2,NA,0.3
US,F,15-24,11,2019,monthly,HOSP,17076452,413,68,NA,25,49,20,NA,27,2.4,0.4,NA,0.1,0.3,0.1,NA,0.2
US,F,15-24,12,2019,monthly,HOSP,17076452,461,88,NA,37,64,27,NA,36,2.7,0.5,NA,0.2,0.4,0.2,NA,0.2
US,F,15-24,all,2019,annual,HOSP,17076452,5171,970,NA,470,817,293,NA,492,30.3,5.7,NA,2.8,4.8,1.7,NA,2.9
US,F,25-34,1,2019,monthly,HOSP,18615519,589,191,NA,103,145,57,NA,61,3.2,1.0,NA,0.6,0.8,0.3,NA,0.3
US,F,25-34,2,2019,monthly,HOSP,18615519,585,180,NA,100,155,78,NA,75,3.1,1.0,NA,0.5,0.8,0.4,NA,0.4
US,F,25-34,3,2019,monthly,HOSP,18615519,681,221,NA,114,178,75,NA,64,3.7,1.2,NA,0.6,1.0,0.4,NA,0.3
US,F,25-34,4,2019,monthly,HOSP,18615519,712,232,NA,123,194,74,NA,72,3.8,1.2,NA,0.7,1.0,0.4,NA,0.4
US,F,25-34,5,2019,monthly,HOSP,18615519,756,264,NA,130,210,76,NA,104,4.1,1.4,NA,0.7,1.1,0.4,NA,0.6
US,F,25-34,6,2019,monthly,HOSP,18615519,733,222,NA,111,207,78,NA,86,3.9,1.2,NA,0.6,1.1,0.4,NA,0.5
US,F,25-34,7,2019,monthly,HOSP,18615519,788,276,NA,132,238,96,NA,90,4.2,1.5,NA,0.7,1.3,0.5,NA,0.5
US,F,25-34,8,2019,monthly,HOSP,18615519,774,238,NA,114,238,97,NA,85,4.2,1.3,NA,0.6,1.3,0.5,NA,0.5
US,F,25-34,9,2019,monthly,HOSP,18615519,752,263,NA,150,198,82,NA,81,4.0,1.4,NA,0.8,1.1,0.4,NA,0.4
US,F,25-34,10,2019,monthly,HOSP,18615519,713,227,NA,113,192,81,NA,76,3.8,1.2,NA,0.6,1.0,0.4,NA,0.4
US,F,25-34,11,2019,monthly,HOSP,18615519,640,206,NA,119,162,61,NA,61,3.4,1.1,NA,0.6,0.9,0.3,NA,0.3
US,F,25-34,12,2019,monthly,HOSP,18615519,637,227,NA,111,181,80,NA,53,3.4,1.2,NA,0.6,1.0,0.4,NA,0.3
US,F,25-34,all,2019,annual,HOSP,18615519,8360,2747,NA,1420,2298,935,NA,908,44.9,14.8,NA,7.6,12.3,5.0,NA,4.9
US,F,35-54,1,2019,monthly,HOSP,34053047,1540,470,NA,120,360,204,NA,193,4.5,1.4,NA,0.4,1.1,0.6,NA,0.6
US,F,35-54,2,2019,monthly,HOSP,34053047,1471,436,NA,118,406,227,NA,190,4.3,1.3,NA,0.3,1.2,0.7,NA,0.6
US,F,35-54,3,2019,monthly,HOSP,34053047,1687,551,NA,124,439,244,NA,242,5.0,1.6,NA,0.4,1.3,0.7,NA,0.7
US,F,35-54,4,2019,monthly,HOSP,34053047,1568,504,NA,112,415,243,NA,200,4.6,1.5,NA,0.3,1.2,0.7,NA,0.6
US,F,35-54,5,2019,monthly,HOSP,34053047,1750,560,NA,166,467,274,NA,237,5.1,1.6,NA,0.5,1.4,0.8,NA,0.7
US,F,35-54,6,2019,monthly,HOSP,34053047,1690,498,NA,145,484,262,NA,223,5.0,1.5,NA,0.4,1.4,0.8,NA,0.7
US,F,35-54,7,2019,monthly,HOSP,34053047,1740,522,NA,155,506,300,NA,223,5.1,1.5,NA,0.5,1.5,0.9,NA,0.7
US,F,35-54,8,2019,monthly,HOSP,34053047,1727,549,NA,150,452,233,NA,233,5.1,1.6,NA,0.4,1.3,0.7,NA,0.7
US,F,35-54,9,2019,monthly,HOSP,34053047,1623,473,NA,123,446,233,NA,190,4.8,1.4,NA,0.4,1.3,0.7,NA,0.6
US,F,35-54,10,2019,monthly,HOSP,34053047,1617,486,NA,142,415,223,NA,207,4.7,1.4,NA,0.4,1.2,0.7,NA,0.6
US,F,35-54,11,2019,monthly,HOSP,34053047,1503,469,NA,128,415,221,NA,175,4.4,1.4,NA,0.4,1.2,0.6,NA,0.5
US,F,35-54,12,2019,monthly,HOSP,34053047,1599,474,NA,132,436,231,NA,203,4.7,1.4,NA,0.4,1.3,0.7,NA,0.6
US,F,35-54,all,2019,annual,HOSP,34053047,19515,5992,NA,1615,5241,2895,NA,2516,57.3,17.6,NA,4.7,15.4,8.5,NA,7.4
US,F,55+,1,2019,monthly,HOSP,42085103,2691,993,NA,67,270,176,NA,341,6.4,2.4,NA,0.2,0.6,0.4,NA,0.8
US,F,55+,2,2019,monthly,HOSP,42085103,2496,903,NA,50,243,165,NA,343,5.9,2.1,NA,0.1,0.6,0.4,NA,0.8
US,F,55+,3,2019,monthly,HOSP,42085103,2680,970,NA,68,250,177,NA,385,6.4,2.3,NA,0.2,0.6,0.4,NA,0.9
US,F,55+,4,2019,monthly,HOSP,42085103,2700,986,NA,65,266,178,NA,346,6.4,2.3,NA,0.2,0.6,0.4,NA,0.8
US,F,55+,5,2019,monthly,HOSP,42085103,2839,1028,NA,73,280,180,NA,377,6.7,2.4,NA,0.2,0.7,0.4,NA,0.9
US,F,55+,6,2019,monthly,HOSP,42085103,2688,959,NA,74,318,207,NA,330,6.4,2.3,NA,0.2,0.8,0.5,NA,0.8
US,F,55+,7,2019,monthly,HOSP,42085103,2812,1000,NA,69,274,190,NA,394,6.7,2.4,NA,0.2,0.7,0.5,NA,0.9
US,F,55+,8,2019,monthly,HOSP,42085103,2833,961,NA,69,315,236,NA,389,6.7,2.3,NA,0.2,0.7,0.6,NA,0.9
US,F,55+,9,2019,monthly,HOSP,42085103,2589,941,NA,58,287,198,NA,324,6.2,2.2,NA,0.1,0.7,0.5,NA,0.8
US,F,55+,10,2019,monthly,HOSP,42085103,2778,940,NA,67,295,218,NA,324,6.6,2.2,NA,0.2,0.7,0.5,NA,0.8
US,F,55+,11,2019,monthly,HOSP,42085103,2533,882,NA,68,271,182,NA,321,6.0,2.1,NA,0.2,0.6,0.4,NA,0.8
US,F,55+,12,2019,monthly,HOSP,42085103,2660,910,NA,75,309,214,NA,332,6.3,2.2,NA,0.2,0.7,0.5,NA,0.8
US,F,55+,all,2019,annual,HOSP,42085103,32299,11473,NA,803,3378,2321,NA,4206,76.7,27.3,NA,1.9,8.0,5.5,NA,10.0
US,M,0-14,1,2019,monthly,HOSP,25483456,197,23,NA,suppressed,22,suppressed,NA,suppressed,0.8,0.1,NA,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,2,2019,monthly,HOSP,25483456,159,15,NA,suppressed,14,suppressed,NA,suppressed,0.6,suppressed,NA,suppressed,suppressed,suppressed,NA,suppressed
US,M,0-14,3,2019,monthly,HOSP,25483456,156,11,NA,suppressed,18,suppressed,NA,suppressed,0.6,suppressed,NA,suppressed,suppressed,suppressed,NA,suppressed
US,M,0-14,4,2019,monthly,HOSP,25483456,203,28,NA,suppressed,16,suppressed,NA,suppressed,0.8,0.1,NA,suppressed,suppressed,suppressed,NA,suppressed
US,M,0-14,5,2019,monthly,HOSP,25483456,190,26,NA,0,21,suppressed,NA,suppressed,0.7,0.1,NA,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,6,2019,monthly,HOSP,25483456,188,16,NA,0,20,suppressed,NA,13,0.7,suppressed,NA,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,7,2019,monthly,HOSP,25483456,171,17,NA,0,19,suppressed,NA,suppressed,0.7,suppressed,NA,0.0,suppressed,suppressed,NA,suppressed
US,M,0-14,8,2019,monthly,HOSP,25483456,212,27,NA,suppressed,24,suppressed,NA,suppressed,0.8,0.1,NA,suppressed,0.1,suppressed,NA,suppressed
US,M,0-14,9,2019,monthly,HOSP,25483456,189,18,NA,0,23,suppressed,NA,suppressed,0.7,suppressed,NA,0.0,0.1,suppressed,NA,suppressed
US,M,0-14,10,2019,monthly,HOSP,25483456,205,19,NA,0,31,suppressed,NA,15,0.8,suppressed,NA,0.0,0.1,suppressed,NA,suppressed
